Order_ID,Date_Time,Category,Demand_Level,Traffic_Congestion,Delivery_Mode,Driver_Availability,Distance_km,Base_Price,Weather_Impact,Special_Event,Payment_Method,Final_Price
2219,2025-03-19 22:10:00,Food Delivery,Medium,Moderate,Express,Low,4.9,8.69,Snowy,None,E-Wallet,22.96
2220,2025-03-03 10:13:00,Electronics,Low,Light,Express,Medium,8.5,11.99,Stormy,Holiday,Debit Card,26.19
2221,2025-03-01 18:44:00,Fashion,Medium,Light,Express,Medium,3.5,10.43,Rainy,Festival,Debit Card,25.06
2222,2025-03-09 09:27:00,Food Delivery,High,Light,Scheduled,Low,7.1,3.86,Snowy,Sports Event,Credit Card,9.16
2223,2025-03-19 16:12:00,Fashion,Medium,Heavy,Standard,High,9.7,2.05,Rainy,None,Cash,2.92
2224,2025-03-06 17:41:00,Food Delivery,Low,Heavy,Express,High,2.8,5.77,Rainy,Holiday,E-Wallet,13.61
2225,2025-03-12 05:38:00,Fashion,Low,Heavy,Scheduled,Low,5.3,3.28,Rainy,None,UPI,5.53
2226,2025-03-10 11:36:00,Groceries,High,Moderate,Scheduled,Medium,7.2,6.05,Stormy,None,UPI,9.34
2227,2025-03-28 02:09:00,Food Delivery,Low,Moderate,Express,Medium,3.1,2.3,Snowy,Holiday,UPI,5.53
2228,2025-03-14 09:10:00,Pharmacy,High,Moderate,Standard,Low,3.3,11.5,Rainy,Holiday,Credit Card,33.35
2229,2025-03-25 03:34:00,Fashion,Medium,Light,Standard,Medium,6.2,13.41,Clear,Sports Event,Debit Card,19.18
2230,2025-03-19 14:21:00,Food Delivery,Low,Heavy,Standard,Low,7.0,9.32,Stormy,Holiday,Cash,22.68
2231,2025-03-29 04:09:00,Fashion,Low,Light,Express,High,4.3,5.91,Clear,Holiday,Debit Card,9.68
2232,2025-03-16 13:11:00,Food Delivery,Low,Heavy,Scheduled,Medium,6.4,9.47,Stormy,None,Debit Card,12.27
2233,2025-03-02 20:12:00,Electronics,Medium,Moderate,Standard,Low,4.2,6.55,Stormy,Sports Event,Debit Card,16.07
2234,2025-03-19 19:05:00,Pharmacy,Medium,Moderate,Express,High,0.5,14.03,Rainy,Festival,UPI,33.37
2235,2025-03-06 00:36:00,Groceries,Medium,Light,Scheduled,Low,1.2,6.11,Clear,Sports Event,E-Wallet,10.22
2236,2025-03-08 18:22:00,Food Delivery,High,Light,Scheduled,Medium,5.8,6.9,Stormy,None,E-Wallet,9.69
2237,2025-03-28 22:06:00,Groceries,High,Heavy,Express,High,6.3,8.78,Rainy,None,Debit Card,20.71
2238,2025-03-01 15:02:00,Food Delivery,Low,Moderate,Standard,Low,3.0,6.42,Rainy,None,UPI,11.02
2239,2025-03-07 19:51:00,Pharmacy,High,Light,Standard,High,5.1,8.45,Stormy,None,Credit Card,11.86
2240,2025-03-21 22:04:00,Electronics,Low,Moderate,Scheduled,Low,8.2,13.2,Rainy,Holiday,UPI,26.5
2241,2025-03-25 20:13:00,Fashion,Low,Moderate,Express,Medium,4.6,8.91,Stormy,Sports Event,Debit Card,21.41
2242,2025-03-12 10:51:00,Pharmacy,Low,Moderate,Standard,High,3.1,8.78,Rainy,None,E-Wallet,10.43
2243,2025-03-25 21:22:00,Pharmacy,High,Light,Express,Medium,8.3,9.17,Clear,None,UPI,16.69
2244,2025-03-30 22:51:00,Fashion,Medium,Moderate,Scheduled,High,3.8,5.39,Rainy,None,E-Wallet,6.34
2245,2025-03-27 20:20:00,Pharmacy,Medium,Light,Standard,High,7.9,8.16,Clear,Sports Event,UPI,10.5
2246,2025-03-19 06:15:00,Groceries,High,Light,Express,High,1.7,5.29,Stormy,None,E-Wallet,10.4
2247,2025-03-29 19:53:00,Fashion,Low,Moderate,Standard,Medium,9.7,4.52,Snowy,Holiday,Credit Card,7.76
2248,2025-03-01 06:16:00,Groceries,Low,Heavy,Scheduled,Medium,3.8,6.98,Stormy,Sports Event,Credit Card,11.76
2249,2025-03-24 17:35:00,Pharmacy,High,Heavy,Scheduled,Medium,9.2,3.79,Snowy,Sports Event,UPI,8.3
2250,2025-03-16 05:11:00,Food Delivery,Low,Moderate,Standard,Medium,4.3,8.99,Stormy,Holiday,Credit Card,15.43
2251,2025-03-15 21:53:00,Fashion,High,Heavy,Scheduled,High,8.8,14.13,Clear,None,E-Wallet,17.85
2252,2025-03-14 05:11:00,Electronics,High,Light,Standard,High,2.2,8.72,Stormy,Festival,Cash,15.92
2253,2025-03-16 07:19:00,Food Delivery,Low,Light,Standard,Medium,4.2,13.49,Snowy,Sports Event,E-Wallet,21.04
2254,2025-03-15 03:50:00,Electronics,Medium,Light,Express,Low,3.0,2.1,Snowy,Sports Event,Cash,6.56
2255,2025-03-04 10:23:00,Pharmacy,High,Heavy,Standard,Medium,5.9,9.69,Stormy,Sports Event,Debit Card,23.58
2256,2025-03-18 06:11:00,Electronics,High,Heavy,Express,Medium,1.6,5.99,Clear,Sports Event,E-Wallet,17.01
2257,2025-03-31 00:08:00,Groceries,Low,Moderate,Express,Low,4.8,13.66,Rainy,Sports Event,Cash,42.66
2258,2025-03-15 13:49:00,Pharmacy,Low,Light,Express,High,8.6,5.11,Clear,Holiday,UPI,8.37
2259,2025-03-27 01:38:00,Groceries,Medium,Heavy,Standard,High,9.4,7.52,Snowy,Festival,Cash,13.94
2260,2025-03-05 22:15:00,Electronics,Low,Moderate,Express,Low,6.5,11.44,Rainy,None,Debit Card,27.48
2261,2025-03-28 20:26:00,Pharmacy,Medium,Heavy,Standard,High,1.6,12.37,Stormy,None,Cash,17.63
2262,2025-03-30 23:54:00,Pharmacy,Medium,Heavy,Standard,Low,6.2,4.69,Stormy,None,Cash,9.66
2263,2025-03-17 02:54:00,Groceries,Medium,Moderate,Express,Low,7.2,8.08,Snowy,Sports Event,Cash,27.76
2264,2025-03-21 15:53:00,Groceries,Medium,Heavy,Express,Medium,5.0,9.25,Snowy,Sports Event,Debit Card,26.67
2265,2025-03-03 20:56:00,Fashion,Low,Moderate,Standard,Medium,8.2,2.87,Clear,Festival,E-Wallet,4.1
2266,2025-03-09 21:47:00,Fashion,Medium,Light,Scheduled,High,4.3,5.47,Rainy,Holiday,E-Wallet,7.6
2267,2025-03-25 19:45:00,Groceries,Low,Light,Standard,Medium,4.3,6.6,Snowy,Holiday,Cash,10.3
2268,2025-03-06 10:19:00,Food Delivery,Medium,Heavy,Express,High,1.0,4.69,Rainy,Festival,E-Wallet,12.17
2269,2025-03-06 03:49:00,Groceries,High,Heavy,Scheduled,High,8.5,12.31,Stormy,Holiday,E-Wallet,24.27
2270,2025-03-22 21:23:00,Electronics,High,Light,Scheduled,High,6.5,4.43,Stormy,Holiday,Credit Card,7.28
2271,2025-03-06 19:30:00,Pharmacy,Medium,Moderate,Standard,Medium,8.6,12.26,Snowy,Festival,Debit Card,23.14
2272,2025-03-14 01:32:00,Electronics,Low,Heavy,Scheduled,Medium,6.2,6.26,Snowy,Holiday,UPI,10.55
2273,2025-03-28 15:47:00,Food Delivery,Medium,Light,Scheduled,Medium,7.1,2.26,Rainy,None,Credit Card,2.68
2274,2025-03-31 02:25:00,Electronics,High,Light,Standard,High,1.2,5.22,Stormy,Holiday,UPI,9.53
2275,2025-03-05 02:47:00,Fashion,High,Light,Standard,Low,6.7,5.51,Clear,Festival,E-Wallet,12.11
2276,2025-03-27 16:45:00,Electronics,Medium,Light,Standard,High,7.4,4.34,Stormy,Festival,E-Wallet,6.7
2277,2025-03-20 19:56:00,Food Delivery,High,Moderate,Standard,Medium,6.2,5.3,Rainy,Festival,E-Wallet,11.82
2278,2025-03-17 20:25:00,Food Delivery,Medium,Light,Scheduled,Medium,9.2,9.44,Clear,None,Credit Card,9.35
2279,2025-03-12 03:53:00,Groceries,High,Light,Scheduled,High,7.6,10.46,Clear,Holiday,UPI,14.32
2280,2025-03-05 03:16:00,Food Delivery,High,Heavy,Express,High,5.0,4.44,Rainy,None,Debit Card,10.47
2281,2025-03-29 18:36:00,Fashion,Low,Heavy,Express,Medium,7.3,3.25,Stormy,Sports Event,Credit Card,8.52
2282,2025-03-20 05:31:00,Pharmacy,High,Heavy,Scheduled,Medium,3.7,14.87,Rainy,Sports Event,UPI,32.57
2283,2025-03-19 17:44:00,Food Delivery,High,Moderate,Scheduled,Low,8.9,4.09,Clear,None,Cash,6.84
2284,2025-03-19 15:01:00,Pharmacy,Medium,Light,Express,High,8.0,9.68,Rainy,Sports Event,E-Wallet,20.93
2285,2025-03-15 13:53:00,Groceries,High,Heavy,Express,Low,3.1,7.43,Clear,Festival,Cash,27.42
2286,2025-03-30 01:29:00,Electronics,High,Heavy,Scheduled,Medium,6.2,10.0,Snowy,None,Cash,16.85
2287,2025-03-10 00:28:00,Pharmacy,High,Light,Standard,High,6.3,11.93,Stormy,None,Credit Card,16.75
2288,2025-03-03 08:39:00,Electronics,Low,Moderate,Standard,Low,2.9,14.59,Rainy,Holiday,Credit Card,32.55
2289,2025-03-31 05:21:00,Electronics,High,Light,Scheduled,Low,9.8,12.57,Stormy,Holiday,Cash,29.83
2290,2025-03-28 13:59:00,Groceries,Low,Light,Express,Medium,8.1,8.87,Snowy,Festival,E-Wallet,19.37
2291,2025-03-18 14:27:00,Groceries,Medium,Light,Express,Low,1.9,6.7,Snowy,Sports Event,Debit Card,20.92
2292,2025-03-22 21:15:00,Groceries,Medium,Light,Express,Medium,2.1,5.29,Rainy,Festival,Cash,12.71
2293,2025-03-04 22:18:00,Food Delivery,Medium,Light,Standard,Low,1.9,9.19,Stormy,Sports Event,Cash,20.5
2294,2025-03-27 06:37:00,Groceries,Low,Heavy,Express,Low,4.1,7.05,Clear,Festival,Credit Card,20.02
2295,2025-03-01 14:23:00,Food Delivery,Low,Moderate,Scheduled,Medium,4.6,10.66,Stormy,None,Debit Card,12.66
2296,2025-03-14 08:02:00,Pharmacy,High,Heavy,Scheduled,Medium,3.7,2.83,Snowy,Festival,Credit Card,6.2
2297,2025-03-27 19:08:00,Pharmacy,Low,Light,Scheduled,Medium,0.7,12.34,Clear,Festival,E-Wallet,14.44
2298,2025-03-23 01:22:00,Groceries,Low,Light,Scheduled,Low,2.9,13.04,Stormy,None,UPI,18.31
2299,2025-03-18 06:56:00,Food Delivery,Medium,Heavy,Express,Medium,2.2,5.89,Snowy,Holiday,UPI,16.98
2300,2025-03-02 12:00:00,Fashion,Medium,Moderate,Express,Low,6.5,5.46,Clear,Sports Event,UPI,15.63
2301,2025-03-08 17:25:00,Groceries,High,Heavy,Scheduled,High,4.5,10.83,Stormy,Holiday,Debit Card,21.35
2302,2025-03-23 12:00:00,Groceries,Low,Light,Standard,Medium,1.2,11.78,Snowy,Festival,Cash,18.38
2303,2025-03-11 18:51:00,Fashion,Medium,Heavy,Standard,Medium,1.3,10.54,Stormy,Sports Event,UPI,21.7
2304,2025-03-27 00:53:00,Food Delivery,Medium,Heavy,Standard,Medium,1.6,6.78,Rainy,Festival,Debit Card,13.96
2305,2025-03-06 02:05:00,Groceries,High,Heavy,Standard,High,7.2,13.4,Snowy,Sports Event,Credit Card,29.35
2306,2025-03-27 12:58:00,Fashion,High,Heavy,Express,Low,2.6,6.94,Stormy,Sports Event,UPI,30.74
2307,2025-03-27 12:02:00,Pharmacy,Medium,Light,Scheduled,Low,2.9,13.35,Snowy,Sports Event,Cash,26.8
2308,2025-03-06 17:15:00,Groceries,High,Moderate,Express,High,7.2,10.56,Snowy,Festival,Credit Card,29.68
2309,2025-03-22 11:07:00,Groceries,Low,Heavy,Scheduled,High,5.8,8.15,Snowy,Sports Event,Cash,12.36
2310,2025-03-11 02:28:00,Pharmacy,High,Moderate,Scheduled,Medium,8.0,12.43,Snowy,None,Debit Card,19.2
2311,2025-03-12 16:05:00,Pharmacy,Medium,Light,Scheduled,High,8.7,12.12,Stormy,Sports Event,Credit Card,16.85
2312,2025-03-18 22:26:00,Food Delivery,Low,Moderate,Express,Low,9.8,4.18,Clear,Holiday,E-Wallet,10.88
2313,2025-03-07 13:39:00,Groceries,Medium,Heavy,Scheduled,Low,2.2,11.78,Clear,Sports Event,UPI,23.65
2314,2025-03-29 14:55:00,Pharmacy,Medium,Light,Scheduled,Medium,5.2,2.93,Clear,None,Cash,2.9
2315,2025-03-14 04:38:00,Fashion,High,Heavy,Scheduled,Medium,7.5,3.88,Rainy,Holiday,Debit Card,8.5
2316,2025-03-05 10:19:00,Groceries,High,Light,Scheduled,High,3.0,6.03,Clear,Holiday,Cash,8.25
2317,2025-03-22 20:00:00,Pharmacy,Low,Heavy,Standard,Medium,4.8,8.06,Snowy,None,UPI,11.61
2318,2025-03-28 16:25:00,Electronics,High,Moderate,Standard,High,6.6,9.51,Snowy,None,UPI,14.69
2319,2025-03-29 03:45:00,Food Delivery,High,Light,Standard,High,1.5,6.97,Clear,None,UPI,8.15
2320,2025-03-16 22:26:00,Pharmacy,High,Moderate,Scheduled,Low,1.8,8.78,Rainy,Festival,E-Wallet,22.92
2321,2025-03-16 23:46:00,Groceries,Medium,Moderate,Standard,Low,4.4,10.12,Snowy,Holiday,Debit Card,24.83
2322,2025-03-23 11:10:00,Electronics,Low,Heavy,Express,High,1.8,9.31,Clear,Holiday,Debit Card,18.3
2323,2025-03-03 04:13:00,Fashion,Low,Light,Standard,Low,6.0,7.95,Stormy,Holiday,E-Wallet,16.12
2324,2025-03-08 04:54:00,Electronics,Medium,Moderate,Scheduled,High,5.7,10.39,Clear,Festival,Debit Card,13.24
2325,2025-03-13 19:02:00,Pharmacy,Low,Light,Express,Medium,7.9,2.14,Stormy,Holiday,Credit Card,4.67
2326,2025-03-26 16:16:00,Pharmacy,Low,Light,Standard,Medium,6.6,4.75,Snowy,Sports Event,E-Wallet,7.41
2327,2025-03-27 15:54:00,Pharmacy,Medium,Heavy,Scheduled,Medium,1.8,13.33,Stormy,Festival,Debit Card,24.7
2328,2025-03-17 15:06:00,Food Delivery,High,Heavy,Scheduled,High,6.6,9.65,Snowy,Holiday,Debit Card,19.02
2329,2025-03-29 09:04:00,Fashion,High,Light,Express,Low,2.3,5.88,Snowy,None,E-Wallet,16.69
2330,2025-03-24 04:31:00,Groceries,Low,Moderate,Scheduled,Medium,1.5,14.91,Clear,Sports Event,Cash,19.19
2331,2025-03-18 06:37:00,Food Delivery,Medium,Heavy,Standard,High,9.6,12.21,Snowy,Sports Event,Debit Card,22.63
2332,2025-03-09 01:08:00,Electronics,Low,Moderate,Standard,Medium,0.9,6.59,Snowy,Holiday,Cash,11.31
2333,2025-03-07 22:13:00,Groceries,Low,Light,Scheduled,Low,8.1,8.28,Clear,Holiday,Cash,12.59
2334,2025-03-19 03:46:00,Pharmacy,High,Moderate,Scheduled,Medium,6.1,2.66,Stormy,Sports Event,E-Wallet,5.34
2335,2025-03-13 15:07:00,Fashion,High,Heavy,Scheduled,Medium,9.0,2.93,Stormy,Festival,UPI,6.42
2336,2025-03-25 04:25:00,Food Delivery,Low,Light,Standard,High,9.1,2.45,Stormy,None,UPI,2.65
2337,2025-03-06 03:46:00,Electronics,Low,Heavy,Express,High,7.7,10.03,Rainy,Holiday,Cash,23.66
2338,2025-03-15 20:54:00,Electronics,Low,Heavy,Scheduled,High,7.8,13.08,Stormy,None,UPI,15.26
2339,2025-03-17 03:52:00,Electronics,High,Moderate,Express,High,9.0,8.88,Rainy,None,E-Wallet,19.2
2340,2025-03-07 04:57:00,Electronics,High,Light,Scheduled,Low,8.7,7.03,Snowy,Festival,Debit Card,16.68
2341,2025-03-10 23:50:00,Groceries,Medium,Light,Scheduled,Medium,6.7,5.1,Clear,Sports Event,Cash,6.56
2342,2025-03-16 23:56:00,Pharmacy,High,Light,Standard,High,5.2,5.8,Clear,None,Cash,6.79
2343,2025-03-30 11:28:00,Electronics,High,Heavy,Standard,Medium,7.5,13.11,Clear,None,Credit Card,20.45
2344,2025-03-31 03:45:00,Electronics,High,Moderate,Express,Medium,0.6,12.49,Rainy,Holiday,E-Wallet,39.01
2345,2025-03-24 01:04:00,Fashion,Low,Heavy,Standard,Low,4.8,9.61,Snowy,Holiday,Credit Card,23.39
2346,2025-03-30 14:50:00,Food Delivery,High,Heavy,Express,High,1.8,2.45,Clear,Holiday,Debit Card,6.26
2347,2025-03-30 12:55:00,Fashion,Medium,Moderate,Standard,High,8.9,12.46,Rainy,Festival,Cash,21.17
2348,2025-03-25 13:39:00,Food Delivery,Medium,Light,Standard,High,5.6,12.23,Snowy,Festival,Cash,18.89
2349,2025-03-13 05:22:00,Food Delivery,Low,Moderate,Express,Medium,6.2,3.67,Snowy,Festival,E-Wallet,8.82
2350,2025-03-02 10:05:00,Groceries,Low,Moderate,Scheduled,High,5.1,13.74,Clear,Sports Event,Debit Card,15.92
2351,2025-03-07 03:01:00,Groceries,High,Heavy,Standard,Medium,4.1,10.69,Rainy,Festival,Credit Card,26.02
2352,2025-03-08 05:51:00,Fashion,Medium,Light,Express,High,1.3,9.28,Rainy,Holiday,E-Wallet,20.06
2353,2025-03-11 00:59:00,Fashion,Low,Moderate,Scheduled,High,2.1,6.93,Snowy,Sports Event,Credit Card,9.63
2354,2025-03-03 14:34:00,Food Delivery,High,Light,Express,Medium,4.0,8.03,Rainy,Holiday,E-Wallet,22.8
2355,2025-03-27 09:51:00,Electronics,High,Light,Standard,Medium,2.5,10.44,Clear,None,Debit Card,13.57
2356,2025-03-01 15:24:00,Food Delivery,Medium,Heavy,Standard,High,6.3,11.51,Snowy,Sports Event,E-Wallet,21.33
2357,2025-03-02 06:00:00,Electronics,High,Moderate,Express,High,1.7,12.76,Snowy,None,Credit Card,27.59
2358,2025-03-14 05:39:00,Food Delivery,Low,Light,Express,Medium,9.0,5.73,Stormy,Holiday,UPI,12.51
2359,2025-03-10 13:00:00,Food Delivery,High,Heavy,Standard,Medium,5.2,5.3,Stormy,Sports Event,Credit Card,12.9
2360,2025-03-27 01:16:00,Food Delivery,Low,Light,Standard,Medium,9.7,3.47,Stormy,Festival,Credit Card,5.41
2361,2025-03-08 07:53:00,Pharmacy,High,Heavy,Standard,Medium,2.7,3.81,Snowy,None,E-Wallet,7.13
2362,2025-03-12 22:39:00,Electronics,Low,Light,Express,Medium,4.5,6.67,Snowy,Holiday,Credit Card,14.57
2363,2025-03-09 21:44:00,Groceries,Low,Light,Standard,High,4.6,8.49,Snowy,Festival,Debit Card,11.92
2364,2025-03-04 14:25:00,Food Delivery,High,Heavy,Scheduled,Low,9.4,9.76,Clear,Sports Event,Debit Card,23.16
2365,2025-03-15 11:14:00,Electronics,High,Heavy,Express,Medium,5.1,14.9,Clear,Festival,Cash,42.3
2366,2025-03-14 11:50:00,Groceries,High,Heavy,Standard,Medium,3.7,4.55,Rainy,None,UPI,8.52
2367,2025-03-05 03:16:00,Groceries,Low,Moderate,Scheduled,Low,1.9,12.78,Rainy,Holiday,Cash,25.66
2368,2025-03-14 18:28:00,Fashion,Medium,Moderate,Standard,Low,9.1,14.77,Stormy,Holiday,Credit Card,36.24
2369,2025-03-10 08:14:00,Electronics,High,Moderate,Express,Low,2.0,12.54,Snowy,Sports Event,Debit Card,50.91
2370,2025-03-03 08:04:00,Food Delivery,Medium,Light,Express,High,2.0,9.32,Clear,Holiday,Credit Card,16.79
2371,2025-03-25 02:23:00,Fashion,Medium,Moderate,Standard,Medium,6.7,11.93,Stormy,Holiday,Credit Card,22.52
2372,2025-03-24 22:10:00,Fashion,High,Moderate,Standard,Medium,6.5,14.92,Stormy,Holiday,UPI,33.28
2373,2025-03-29 07:18:00,Food Delivery,High,Moderate,Scheduled,Low,4.1,5.75,Rainy,None,E-Wallet,11.54
2374,2025-03-07 06:12:00,Pharmacy,High,Moderate,Express,Low,0.8,6.66,Clear,Sports Event,UPI,22.53
2375,2025-03-02 12:43:00,Pharmacy,High,Light,Scheduled,High,7.0,8.79,Snowy,None,E-Wallet,11.11
2376,2025-03-18 16:57:00,Pharmacy,Medium,Moderate,Express,High,7.0,13.32,Clear,Sports Event,Credit Card,26.4
2377,2025-03-06 13:46:00,Food Delivery,Low,Heavy,Scheduled,Low,9.9,4.62,Clear,None,Debit Card,6.49
2378,2025-03-19 12:43:00,Pharmacy,Medium,Moderate,Standard,Medium,6.7,7.96,Stormy,Holiday,Credit Card,15.03
2379,2025-03-14 07:36:00,Food Delivery,Low,Heavy,Scheduled,High,9.9,12.52,Rainy,Sports Event,Cash,18.98
2380,2025-03-08 11:43:00,Fashion,Medium,Light,Standard,Low,6.0,7.63,Stormy,None,Debit Card,13.09
2381,2025-03-17 15:32:00,Food Delivery,Medium,Light,Standard,Low,1.0,14.37,Clear,Holiday,Debit Card,26.71
2382,2025-03-27 05:23:00,Fashion,Medium,Light,Standard,Medium,6.7,5.19,Clear,None,UPI,5.71
2383,2025-03-14 06:46:00,Pharmacy,Medium,Moderate,Standard,High,2.1,12.93,Rainy,Sports Event,Cash,21.97
2384,2025-03-08 02:20:00,Groceries,Low,Moderate,Scheduled,Low,5.4,3.22,Stormy,None,E-Wallet,4.97
2385,2025-03-18 18:18:00,Pharmacy,Low,Moderate,Standard,High,5.5,6.13,Rainy,Holiday,Cash,9.47
2386,2025-03-16 13:18:00,Food Delivery,Low,Moderate,Standard,Low,5.1,2.85,Clear,Holiday,UPI,5.3
2387,2025-03-22 06:19:00,Electronics,Medium,Light,Express,Low,2.9,10.48,Stormy,None,E-Wallet,25.18
2388,2025-03-27 14:13:00,Pharmacy,Medium,Heavy,Standard,Low,9.5,9.9,Clear,Holiday,E-Wallet,22.08
2389,2025-03-10 16:26:00,Fashion,High,Heavy,Standard,High,9.1,9.27,Snowy,Holiday,Credit Card,20.3
2390,2025-03-15 15:16:00,Electronics,High,Heavy,Standard,Low,4.7,5.14,Clear,Sports Event,Cash,13.55
2391,2025-03-01 15:51:00,Pharmacy,Low,Heavy,Standard,Low,7.3,10.41,Rainy,Festival,Credit Card,25.33
2392,2025-03-17 11:38:00,Electronics,Medium,Heavy,Scheduled,Low,4.2,9.54,Rainy,Holiday,Credit Card,22.98
2393,2025-03-14 03:51:00,Food Delivery,Low,Light,Standard,Low,4.6,8.5,Clear,None,Cash,11.05
2394,2025-03-28 08:02:00,Pharmacy,Medium,Moderate,Express,High,2.4,13.56,Snowy,Holiday,UPI,32.25
2395,2025-03-15 22:18:00,Groceries,Low,Heavy,Scheduled,Medium,1.1,3.48,Stormy,Sports Event,Credit Card,5.86
2396,2025-03-28 16:21:00,Food Delivery,High,Moderate,Standard,Low,8.2,8.0,Rainy,Sports Event,E-Wallet,23.2
2397,2025-03-16 23:41:00,Fashion,High,Moderate,Standard,High,9.2,9.33,Clear,Sports Event,E-Wallet,15.61
2398,2025-03-09 11:56:00,Food Delivery,High,Light,Scheduled,Low,7.6,2.38,Rainy,Sports Event,E-Wallet,5.65
2399,2025-03-25 08:41:00,Groceries,High,Light,Standard,Medium,1.3,8.77,Stormy,Sports Event,E-Wallet,17.79
2400,2025-03-11 05:39:00,Electronics,Medium,Moderate,Scheduled,High,6.6,5.9,Rainy,Festival,UPI,9.02
2401,2025-03-02 03:03:00,Food Delivery,Low,Heavy,Standard,Low,6.5,7.29,Clear,Festival,UPI,14.78
2402,2025-03-10 08:35:00,Fashion,Medium,Heavy,Express,High,3.5,13.13,Clear,Holiday,Debit Card,28.39
2403,2025-03-28 03:47:00,Pharmacy,Medium,Moderate,Express,Medium,9.3,6.1,Snowy,Holiday,Credit Card,16.12
2404,2025-03-15 19:07:00,Pharmacy,Low,Heavy,Express,Low,4.7,13.08,Snowy,Holiday,Cash,44.56
2405,2025-03-13 22:30:00,Food Delivery,Low,Light,Scheduled,Low,7.6,10.64,Stormy,Holiday,Debit Card,19.42
2406,2025-03-06 08:12:00,Food Delivery,Low,Light,Standard,Low,1.1,14.1,Snowy,Festival,UPI,28.59
2407,2025-03-21 04:27:00,Pharmacy,Low,Heavy,Scheduled,Medium,6.2,12.98,Clear,Sports Event,E-Wallet,18.22
2408,2025-03-19 03:20:00,Groceries,Low,Light,Scheduled,High,8.7,6.89,Rainy,None,E-Wallet,6.7
2409,2025-03-01 13:38:00,Fashion,High,Heavy,Express,Low,4.9,6.55,Clear,None,Credit Card,18.6
2410,2025-03-02 23:14:00,Food Delivery,Low,Light,Express,High,6.5,6.13,Rainy,Sports Event,Cash,12.05
2411,2025-03-25 04:14:00,Groceries,High,Heavy,Scheduled,Low,6.3,13.35,Rainy,Sports Event,E-Wallet,38.01
2412,2025-03-27 03:07:00,Food Delivery,Medium,Heavy,Standard,Medium,8.5,6.91,Clear,Holiday,E-Wallet,11.86
2413,2025-03-12 05:23:00,Groceries,Medium,Moderate,Express,High,6.8,10.86,Snowy,None,E-Wallet,19.87
2414,2025-03-11 14:26:00,Electronics,Low,Light,Express,Low,1.0,8.51,Snowy,None,UPI,18.59
2415,2025-03-01 08:20:00,Fashion,High,Moderate,Standard,Medium,7.5,8.56,Rainy,Holiday,Credit Card,19.1
2416,2025-03-19 18:55:00,Groceries,Low,Moderate,Express,Low,3.8,5.45,Snowy,Holiday,Debit Card,17.02
2417,2025-03-05 02:41:00,Groceries,Medium,Moderate,Scheduled,Medium,2.3,4.9,Stormy,None,Credit Card,6.4
2418,2025-03-23 06:22:00,Electronics,Medium,Heavy,Standard,Low,4.7,10.89,Rainy,Holiday,UPI,29.15
2419,2025-03-17 03:57:00,Groceries,Medium,Moderate,Standard,High,9.6,3.21,Snowy,Festival,E-Wallet,5.45
2420,2025-03-11 15:19:00,Fashion,Medium,Light,Express,Medium,8.2,7.63,Rainy,Sports Event,UPI,18.33
2421,2025-03-23 07:46:00,Electronics,Medium,Moderate,Express,Low,3.2,4.0,Clear,Sports Event,UPI,11.45
2422,2025-03-09 19:14:00,Electronics,Medium,Heavy,Express,Medium,3.8,4.46,Stormy,Holiday,Credit Card,12.86
2423,2025-03-18 12:57:00,Fashion,Medium,Light,Scheduled,High,5.4,5.11,Snowy,Sports Event,E-Wallet,7.1
2424,2025-03-11 18:56:00,Pharmacy,Low,Moderate,Standard,Low,4.7,11.26,Snowy,None,Debit Card,19.32
2425,2025-03-07 06:01:00,Food Delivery,Medium,Light,Scheduled,High,1.8,3.84,Rainy,None,Debit Card,4.11
2426,2025-03-05 12:24:00,Fashion,High,Moderate,Standard,Low,9.2,13.36,Stormy,None,Debit Card,29.8
2427,2025-03-18 23:59:00,Electronics,Medium,Light,Scheduled,Medium,4.4,8.51,Clear,Festival,UPI,10.95
2428,2025-03-23 02:29:00,Groceries,Medium,Light,Standard,High,7.3,11.74,Snowy,Holiday,UPI,18.13
2429,2025-03-18 04:35:00,Fashion,Medium,Heavy,Express,Low,8.1,10.85,Rainy,Holiday,Cash,40.66
2430,2025-03-23 04:28:00,Groceries,Low,Light,Standard,High,2.7,9.14,Snowy,None,UPI,9.87
2431,2025-03-15 01:00:00,Food Delivery,High,Light,Express,High,7.2,14.18,Clear,Sports Event,Cash,30.19
2432,2025-03-22 01:06:00,Pharmacy,High,Light,Standard,Medium,7.6,11.65,Clear,Festival,Cash,19.69
2433,2025-03-03 07:56:00,Pharmacy,High,Heavy,Standard,High,9.9,13.57,Clear,Festival,Credit Card,24.77
2434,2025-03-06 16:19:00,Fashion,Low,Light,Scheduled,Medium,4.5,6.02,Clear,Sports Event,E-Wallet,7.04
2435,2025-03-28 04:08:00,Pharmacy,Low,Moderate,Scheduled,High,8.7,10.49,Clear,Sports Event,E-Wallet,12.15
2436,2025-03-19 05:24:00,Groceries,Medium,Heavy,Standard,Low,3.5,5.67,Stormy,Festival,E-Wallet,15.18
2437,2025-03-10 07:53:00,Electronics,High,Heavy,Standard,High,0.5,3.33,Clear,Holiday,E-Wallet,6.08
2438,2025-03-14 10:13:00,Fashion,Low,Light,Scheduled,Low,6.3,6.44,Rainy,Holiday,UPI,11.75
